,rec_id,nom_id,award_id,ah_id,link_id,award_private,product_id,title,message,award_date
241602,10792543,8105855,67920701,67342877,,0,620,Leading the way forward,"Amy, your efforts around the Making Work Human book launch have been impressive to witness first hand! I admire what a good leader you’ve been as I was onboarded to the project, which was full steam ahead! This launch isn’t to be taken lightly. There are dozens of moving parts and you’re on top of it all! I googled what it means to be a good leader and felt this was very fitting for you. Thank you for continuously providing clarity, being decisive, keeping everyone informed, being responsive, putting your trust in myself and the team, and doing it all using good energy which fuels others in a positive way.",2020-09-10
241713,7089735,5196234,68134999,67287816,,0,620,Partner in Crime,"Cam- this award is long overdue! I have to say, the team and myself would be lost without your constant and ongoing support! You have played such an instrumental role on so many customers, whether it be for contract negotiations, contract questions, new opportunities, saving businesses...the list goes on and on! You have been such an amazing partner, and I truly don't know what I would do without you. We have such a great rhythm going, and I look forward to partnering on many many more projects with you in the future! Thanks again for all that you do!!",2020-09-09
241880,7089735,2937837,67818765,67229340,,0,620,Overdue gratitude,"Cam, this recognition is sorely overdue. It has been a sincere pleasure working alongside you these past few months on countless new initiatives.  Life Events adoption. Subscription mix renewals. Center of Excellence. You grasp concepts right away and always, always make progress. No excuses. You find ways around, over or through obstacles and always bring positivity and creativity to every discussion. Thanks for all the great work and for keeping it fun along the way.  I'm grateful to be on the journey with you.  Well done!",2020-09-08
241974,7569574,10374628,68021669,67164703,716607.0,0,620,Making it all about THEM,"Thank you for meeting earlier this week to wrestle with the eternal question: ""What matters most to senior leaders at our top accounts?"".  The thoughtful, candid and creative ideas you brought to the table are going to help immensly as we develop the Insider Insights session for our key accounts.  And when we put customers at the center and consider their perspective, we guarantee success!",2020-09-04
242029,5460545,8105855,67970190,67139121,714781.0,0,620,Masterful planning,"We don’t often work together, but I have to say it’s been “eventful” so far! Being a part of this team who are dreaming up new ways to create classy and engaging experiences while keeping it all virtual of course! You’ve been very thoughtful ensuring you have the right program name, messaging, cadence, budget, timing, gifts, topics, and speakers. Great job thinking through all of these aspects on multiple events/series and working on things that are outside the box! People are eager to connect and take part in the topics you’re going to deliver. Way to make Workhuman a connection point for C-Level audiences. Can’t wait to hear how they go as they start rolling out!",2020-09-04
242463,10792543,12206955,67721059,66914558,703356.0,0,620,7 Habits –Framingham Graduates –Class of June 2020,"“MOTIVATION is what gets you started. HABIT is what keeps you going."" - Jim Rohn.   To appreciate and recognise our Framingham based humans' commitment, hard work and valuable participation, please join me in congratulating each of them for investing in their personal development and successfully completing ‘The 7 Habits of Highly Effective People’ programme this week.  On a personal level, it has been a genuine privilege to have guided you all through this course and I wish to THANK YOU for your determination, innovation, collaboration and above all, the kindness you showed to one another and to me.  In turn you helped create and nurture a positive environment of trust and respect, where everyone’s uniqueness was truly valued.   Habit 7 - YOU are your single greatest asset so continue to invest in your 'Four Dimensions of Renewal' because when your Body, Mind, Heart and Spirit are nourished, all four will flourish!  Thank you FRAMINGHAM :) Donna",2020-08-28
242547,5460545,12535464,67731480,66882851,,0,620,Virtual Offsite - but 100% Productive IRL,Team - On behalf of Patti and myself thank you for a tremendous Q3 strategic planning and execution offsite last week. Both presenters and discussion partners excelled in their roles to communicate and strengthen existing plans. Your engagement and participation was locked in for the full session. And it's exciting to see this team rally around a new way of working that is oriented toward connecting business results to the strategic objectives of all our 2H initiatives within Marketing and across partner stakeholder teams. Thanks for leaning into the process - it's becoming a difference maker for us and helping us cut through our own noise! -C,2020-08-28
242722,10792543,12535464,67530550,66800789,694657.0,0,620,Virtual Offsite - but 100% Productive IRL,Team - On behalf of Patti and myself thank you for a tremendous Q3 strategic planning and execution offsite last week. Both presenters and discussion partners excelled in their roles to communicate and strengthen existing plans. Your engagement and participation was locked in for the full session. And it's exciting to see this team rally around a new way of working that is oriented toward connecting business results to the strategic objectives of all our 2H initiatives within Marketing and across partner stakeholder teams. Thanks for leaning into the process - it's becoming a difference maker for us and helping us cut through our own noise! -C ,2020-08-26
242740,10792543,3857480,67555333,66800804,695866.0,0,620,"""Recognizing promise and progress""","Teamwork makes the dream work. There’s no ""I"" in team. Together everyone achieves more. The cliches are all true! Brenda and I heartily thank you for your tremendous partnership these past several weeks as we worked through and finalized the go-to-market assessment and integrated marketing plan for Workhuman Certified. While a tough process at times, you all persevered to ensure we had the right answers to why are we doing this; why should others care; why now; and the most important of all: is what we are doing really ready for prime time? The three of you have truly been the driving force, asking the right questions, choosing the right words and setting us down the path for success. I know our work is far from over, but we’ve achieved a major milestone that will pave the way for so many other work streams to begin. Thank you your collaborative spirit and respect for teamwork. Brenda and I look forward to continuing this journey with you to help change the workplace for good!",2020-08-26
243293,10792543,12755205,67364353,66523083,687868.0,0,620,With colleagues like you...,"Z, Amy, and Chris - thank you for your leadership, preparation, and delivery of the amazing first Marketing Leadership Team offsite.  The agenda, format, pace, and time keeping kept us all focused on what is important: cutting through the noise so we can grow our customer base, our share of wallet, and our brand. Your dedication to our team and our mutual and individual success is inspiring.  Thank you for all you do for us.  ",2020-08-19
243397,10792543,12755204,67252431,66486796,,0,620,Always willing to lend a hand!,"Amy, you're always willing to make time to give advice, listen to ideas, help with questions and ensure we're putting our best foot forward. Your guidance is extremely appreciated and valued! ",2020-08-18
244050,7569574,4093200,66983641,66148670,671330.0,0,620,The Two Day ZoomBR Bonfire!,"Thanks to this amazing team for two days (well, half days) of inspired thinking and planning in preparation for an amazing 2nd Half! As much as we missed the personal interaction and late nights, we managed to reconnect in a way that we really haven't been able to pull off in a few months! Special shout out to our Queen, Traci Pesch! She really knows how to inspire, engage, and fan the flames of success! Between Traci and Rebecca's creative minds we've got a great plan to find s'more ways to connect and create incredible experiences for our customers! And, looky here, we've got ourselves a marketing team! Thanks ever so much to the gods who sent us our fierce team in customer marketing, represented with the incredible Kristen G! A thoughtful, workable plan to bring our friends into the many cool streams happening in marketing. And lastly, thanks to all of you badass SCDs, always bringing the big ideas, shaking things up, pushing beyond your comfort zones and helping our customers do the same! I'm humbled and impressed every day to get to work with such a powerful group of people who do nothing but cheer each other on! Let's go light this thing up!",2020-08-06
244372,10792543,12755205,66854813,66021158,665638.0,0,620,You are Certifiably AWESOME!,"Team, this award could be given under any one of the Workhuman values. Despite set-backs presented by COVID-19, the mixed levels of Workhuman institutional knowledge, and with the advent of new GTM and Integrated Launch approaches, each of you lended your passion, your insights, and your voice to the holistic GTM Assessment phase.   The world's best and most innovative teams truly do Workhuman!  Onward!!!!  ",2020-08-04
244459,10792543,2092855,66682755,65864373,,0,620,Yang to my yin,"In Chinese Daoist thought, the yin and yang are used to think about how seemingly opposite forces may actually be complementary, interconnected, and interdependent. The yin embraces the moon, the passive, the emotional, and creativity while the yang represents the sun, the active, the rational, and planning. In a workplace, yin is all about learning, knowledge, discovery, and playing with ideas while the yang is brilliant with establishing markets and putting strategy and structure in place. Working more closely with you over the past few weeks I've seen how critical you are to taking the ideas and putting them into a structure that makes sense. You are the yang to my yin and I’m truly looking forward to our continued partnership to take all the ideas and learnings to the next level.",2020-07-31
244462,10792543,11204444,66445873,65864372,660257.0,0,620,For supporting the IASA Web Summit,"Thank you so much guys for all the help in promoting the IASA global conference. Public speaking at industry tech events is so important for everyone, and your support and guidance makes it 100 times easier.  Thank you for the social posts, the copy and all of the help and advice. ",2020-07-31
244805,10792543,2092855,66285149,65463076,655297.0,0,620,Measurement for success,"A bit late but I wanted to thank you all for your dedication, collaboration, and teamwork as we solidified measurements for Awareness, Perception and Preference. Learning and listening to each other through every meeting, I saw such great passion for accuracy and full transparency in the unknown. We worked together to present solid recommendations, and received great feedback. With our next steps to operationalize, use Q1-Q2 2020 as litmus on measurements, and prepare for QBRs together we'll create the best measurable Brand marketing we've ever had. I couldn't be more proud of this team.   ",2020-07-27
244813,10792543,10213828,66251218,65463073,,0,620,Listening Post,"Amy, I wanted to recognize months of collaboration.  I know in your role as one of of the MSOs, you hear many voices every day. With that in mind, you take time to reach out and ask for input. (Even when you probably think I won't agree with you!)  I'm sometimes not the loudest voice in the room (call?) and sometimes I don't speak, even if I think I have something valuable to contribute.  As I continue to find my voice, your approach makes me feel valued, respected, and helps build the confidence I know I need to bring to everything I do.",2020-07-27
245689,67028,2274255,65864748,65124758,,0,620,Dig out,Conor thanks for all your help with fixing the digital cert issues I had with ROS. We had an important compliance deadline to meet and you went out of your way to ensure the return was filed and my access issues were resolved. I really appreciate you taking the time out of your busy schedule to help me.,2020-07-16
245754,5460545,12535464,65897324,65082152,639611.0,0,620,Trusting the process!,"Team - thank you for buying into and committing to the new process and approach we're using to develop an integrated and collaborative 2H Marketing Plan (ie., offsite, collaboration, data-driven goal setting, etc.). Because of your willingness to lean into this new way of working we've been able to advance new creative, powerful, innovative ideas for 2H digital programming, virtual engagements, and WHL-S that tap into the zeitgeist, create urgency, represent that Companies that thrive Workhuman, in a way that is unique to our Brand and business. With gratitude, Chris & Patti",2020-07-15
246009,7569574,67058,65735196,64945323,,0,620,Making an IMPACT Every Day!!!,"Sheri!! Your tremendous imagination + determination has lead to extraordinary amounts of IMPACT with GE. It's not easy working with large, complex, multi-national companies in-constant-change but you grind every day and make great things happen!! I think you've morphed into GE's company mission of 'building a world that works' with an ending of 'for humans.' That's right every day I see your commitment to building a work that works for the 275,000+ humans at GE! A few impactful milestones in the last several months span most people's entire careers! Design Labs for every IFG to reset on philosophy, what good looks like, how to get there, and actionable next steps. These efforts resulted in an immediate relaunch of GE Healthcare's program aligned with their new Leadership Behaviors and enabling new program features, GE's attendance at the Unilever event in London, a Gratitude Summit for GE Renewables Total Rewards team, then a training for Renewables 10,000 People Leaders, meetings with Laura Cococcia (Head of People Strategy) from GE Corporate, migration of GE's traditional 16 year old year service program with us to Service Timelines! Say what?? Yep, finally after doing the hard work, consistently reminding GE leaders of the value of Service Timelines, sticking to the every day grind, GE migrated to Service Timelines!! A huge milestone. Do you know a pandemic is happening in the world? You're unstoppable!!! GE can't guzzle enough of your high energy drink called ""lower value awards given more frequently"" ... or let's call it a Sweet Social Sensation by Sheri!! GE's HR executives are ordering doubles and wiping out the mindset of recognition for 'above and beyond' efforts only and rallying the troops around every day gratitude mantra! I'm in awe of how your imagination and determination is your ""True North"". You work with purpose, you dream big, you set high standards and you make an IMPACT!!! You Rock!!!  ",2020-07-10
246057,10792543,12535464,65733600,64921049,633379.0,0,620,The future is now. The future is working human.,"Team - this group has been the nucleus for ""what's next."" You've ripped up and thrown away the rule book for what was. You've embraced the freedom, liberation and inspiration that comes from having a blank sheet of paper to operate from. Yes, we've been grinding the last two weeks, but we are on the precipices of exciting concepts that will propel our brand and business forward. Keep pushing, we're nearly there. With gratitude, -C",2020-07-10
246065,10792543,12535464,65733368,64921041,633365.0,0,620,Pioneers Unite!,"Team - Thank you for your unyielding focus and energy in our ""first ever"" digital planning session for 2H '20 and Oct WHL-S initiatives. This was an epic-ly long virtual offsite that uncovered and unlocked critical new and innovative thinking for representing our solutions as ""essential"" and ""compelling"". Thank you for 100% commitment to this session and the ensuing outcomes. Lots of powerful thinking and actionable next steps to fuel our high growth, marketing making, and bleeding edge tech company and brand. With gratitude,  -C",2020-07-10
246076,5460545,12535464,65733638,64919609,633379.0,0,620,The future is now. The future is working human.,"Team - this group has been the nucleus for ""what's next."" You've ripped up and thrown away the rule book for what was. You've embraced the freedom, liberation and inspiration that comes from having a blank sheet of paper to operate from. Yes, we've been grinding the last two weeks, but we are on the precipices of exciting concepts that will propel our brand and business forward. Keep pushing, we're nearly there. With gratitude, -C",2020-07-09
246077,5460545,12535464,65733422,64919439,633365.0,0,620,Pioneers Unite!,"Team - Thank you for your unyielding focus and energy in our ""first ever"" digital planning session for 2H '20 and Oct WHL-S initiatives. This was an epic-ly long virtual offsite that uncovered and unlocked critical new and innovative thinking for representing our solutions as ""essential"" and ""compelling"". Thank you for 100% commitment to this session and the ensuing outcomes. Lots of powerful thinking and actionable next steps to fuel our high growth, marketing making, and bleeding edge tech company and brand. With gratitude,  -C",2020-07-09
246137,7569574,3390854,65714171,64902083,632586.0,0,620,The firsts!,"Ryan and Sheri, hats off to you both for being the first to try out our new award templates with your customers. Being the ""first"" always carries some risk but you both got a hold of these new asset and immediately saw the opportunity and took action. I LOVE THIS! Awesome job! I can't wait to hear what their feedback is!",2020-07-09
246213,10792543,12755205,65675491,64864512,631243.0,0,620,Smooooooth transition,"Katie, Amy, and Dario - thank you for making the transition of paid social to Customer Marketing so seamless.  You came together to create a solid plan that sets us up for continued success and exponential growth.  Although our structure is now different, our opportunity to grow together and create magic in our market is better than ever before because of the three of you.  THANK YOU for all you do. ",2020-07-08
246646,10792543,6150741,65406848,64690648,,0,620,Such a great partner!,"Amy, thank you for looping me in early on the momentum press release and for getting me up to speed on all that was happening. You were a great collaborator with me in finalizing the internal comms plan to share the news. I'm thankful for your review, advice, and support in finalizing all the messaging. And, for all the laughs along the way!",2020-07-02
247037,7089735,5803977,65263055,64551823,615600.0,0,620,We will have Customer Success opportunities...,"Team, I wanted to thank you for all your time, insights and iteration to get us to a point where we can start to outline pipeline management in Customer Success. As they say, our ideas together are better then anyone’s individual thoughts and this is just another great example of this mindset in action. You all had ideas which where built upon to build a foundation of the “three stages” we will be able to capture in SFDC and broadcast automatically via emailed dashboards. Thank you for all your ideas and open minds to bring us to such a place. Together we can and will change the world one employees, one program and one opportunity at a time!!!",2020-06-29
247039,7569574,8946043,65350358,64551859,617774.0,0,620,The July 4th event: Email Edition!,"Thank you to this incredible cross-functional team for all of the work that went into producing our first ever cross-company email promotion!  Leveraging all of our learnings from our marketo redemption reminders from the first half of this year, I'm thrilled we were able to pull together this first ever ""promotional holiday"" campaign and learn about the opportunity to market a retail event happening on the store across a number of our customers.  From build the content, to building out the assortment on site, to securing promotional pricing, to coordinating with customers and gaining their buy in to preparing the data and lists for this massive send, it would not have been possible without your dedication to this next phase of email testing.  I'm super excited to track results, and look forward to next steps.  Thank you!!",2020-06-29
247098,10792543,67036,65293841,64488923,616798.0,0,620,Press Coverage,"What a great first week of the Momentum release! Congrats to you all for an incredible level of coverage and interest. It certainly feels like a real breakthrough in the Irish media. We’ve never had this level of recognition and depth of coverage. We also covered all the basis with meangingful coverage in all the right online and offline publications, subscription services and radio stations. Well done!",2020-06-29
247292,67028,303093,65215744,64414257,613740.0,0,620,Audit committee meeting a success!,Thank you for all the efforts over the last month(s) to get through all the work to gest us to the cusp of issuing our 2019 financial statements.  The audit committee was very pleased with the progress and results.  It has been a team effort to accomplish this and we will all need to celebrate (virtually for now) when the final audit sign off comes shortly!     ,2020-06-25
247443,10792543,12755205,65103643,64304481,611692.0,0,620,Cutting through the noise,"PR Team,  I am so proud of the work you have done for the transaction.  Your maturity, persistence, and commitment to excellence despite the many speed bumps and challenges that we know as the reality of PR, demonstrates perfectly that imagination, determination, and resulting innovation that is so critical for our amazing brand. The sky is the limit for what we can do together.  Thrilled with your work and honored to work with each of you!  Congratulations on a great release week! ",2020-06-24
247462,10792543,8810015,64815397,64258407,,0,620,A to Z and back again,"Amy - this has been a long time coming but I wanted to say thank you for your partnership. I value the collaborative relationship we've built over the last several months as we have linked arms to lay the foundational groundwork for our MSO functions. We still have a long way to go but I am grateful that I have the opportunity to be in this role with you by my side. It feels good to know you have my back and I have yours and when we can't both be involved in a meeting, project or task, we can count on each other to ""cover"" and run with it. I had a rough April with two major losses in my family and you were there for me...checking in to see not only how I was feeling but asking what you could take off my plate, insisting that I lean on you so I could heal. I can't tell you how much that meant to me. As we start to put more disciplined marketing planning in place, we constantly ask ourselves, how can we streamline the process, become more efficient, tell a more cohesive story, future proof our programs? I appreciate the iterative approach we're leading together and am genuinely grateful to have you as a partner and friend. Thank you! ",2020-06-24
247705,7089735,9213055,64775413,64017339,,0,620,Day in the Life! ,"Cam, thanks so much for taking time out of your day to join the customer marketing team call. With some new folks on the team, hearing about a 'day in the life' of some of our stakeholders is so helpful. Appreciate you sharing your background, focus areas and taking time for questions! Thanks for being such an awesome teammate! ",2020-06-21
247746,10792543,12535464,64761784,64002582,605389.0,0,620,M-S-Oh ... My!,"Amy, Z - Thank you for leading an outstanding Marketing Strategy and Ops discussion today. I know Patti and I are excited to have your leadership and organizing skill set to help drive transformation. By anchoring around KPIs, Key Initiatives, and a Prioritized Marketing Calendar you are helping us build necessary rigor and discipline to unlock the full potential of our world-class Marketing engine. Thanks for leading from the front. Excited about what's to come. With gratitude, -C",2020-06-19
247749,10792543,6380464,64753944,64002581,,0,620,Doing Great Things,"Amy - There is so much I want to say in reflecting over the last two weeks of getting to work with you but, I will focus on this: YOU ARE AWESOME!! Thank you so much for taking the time to listen, to learn, and above all else to guide me in the right direction with a growth mindset. I've already learned so much from you and feel empowered to do things.. GREAT things that will take our social media presence to the next level while contributing to business objectives. Looking forward to the future and so grateful to have your support and leadership!",2020-06-19
248050,7569574,4093200,64663835,63870791,,0,620,Warrior Ethos,"Sheri! So many congrats on yet another hard fought victory at Synchrony. It's not just that this was a hard fought competitive win vs our very aggressive competitors, it's that it is your 3rd since December! The scenario is always tough, new decision makers, no experience with us, no idea what their strategy has been or really any history with the program at all. Now throw in a pandemic, stay at home stresses, GE and the various projects you are juggling, and several other strategic accounts. Very few people could handle the pure insanity let alone be successful at every turn. I've been so impressed with your ability to connect, inspire, and close so many senior leaders and procurement people. Congratulations on this battle, you are one bad mothah!",2020-06-16
248154,10792543,8946046,64593233,63827415,,0,620,#WeWorkhuman ,"Amy, thanks so much for putting together an eventful team day on Friday. We started off with a strategic meeting to align on priorities and metrics as a newly formed global comms and social media team. We ended the day with a (global) scavenger hunt that allowed us to get outside. With kids, parents, and pets in tow we discovered and shared our most scenic views and more. During my adventure, I even found a community garden that I had no idea existed. I guess that’s what happens when you get outside and explore! On behalf of the entire team, thanks for an impactful day! ",2020-06-15
248192,67028,4771793,64585118,63822599,,0,620,Customer insights,"Thank you for joining SLT today Conor and sharing the analyst's view of the world. When I reached out, there was no hesitation, even though it would be 5pm on a Friday. The team found it very enlightening, and based on all the questions they asked, they were very engaged. It was helpful to go through the information hearing your point of view...what you look for, what are signals to call out, why you look at those. For many, it was new information, and it gave great insight into the health of our business.  When you popped on the screen in the suit and tie, it was the ice cream on top of the cake. Game, set and match! Thanks Conor!",2020-06-15
248260,7089735,9484237,64529110,63790742,596737.0,0,620,Successful start to our DentaQuest,"Cam & Erica, we made an excellent team over these past few weeks as we prepared for DentaQuest's first ever program review - and it resulted in a powerful, effective meeting with the client. We had the rare opportunity of being able to meet with their CHRO and other key executive stakeholders to learn more about their initiatives and perception of their program, educate them on what we're seeing in terms of the impact of recognition and share insights around how program is performing. Cam, you did an amazing job of compellingly detailing the Workhuman story, outlining our various solutions and promoting all of the insightful analyses we're capable of conducting. Erica, you piqued their interest with your analysis around the clear turnover reduction they've enjoyed via the program, and how employees with the most diverse mix of giving and receiving across colleagues and managers resulted in an increased likelihood of DentaQuest retaining them. Thank you both again for all your hard work. With your help, we delivered an effective message they they were clearly engaged in, and I'm excited by the potential of growing this relationship with them further! ",2020-06-12
248311,5460545,11120885,64570136,63777673,,0,620,Partner in Crime,"It seems like not a day goes by where I am not reaching out to get your opinion or collaboration on something.  Jill, thank you for your partnership.  We’re making a lot of difficult decisions these days – often with more assumptions than hard data because everything is in a state of change and uncertainty.  You always have such great insights and a ways of evaluating a situation that helps us create scenario options and puts us on the best possible path forward.  You help me be better at my job – and I could not have asked for a better partner in crime.  Thank you!",2020-06-12
248700,7569574,2937837,64400970,63611930,592297.0,0,620,Wow,"Team, I was reviewing all of your progress updates for top accounts early this morning and I have to say that the work this team is doing is fantastic.  So many different variables are involved in these huge, complex accounts but each of you is on top of your accounts in such a strategic way.  Whether it is new growth in thriving accounts like bulk uploads, new sales incentive programs and retirement/milestone awards or just the right amount of surrounding for those accounts in temporary suspension.  This ""in the trenches"" work is so critical to the health and growth of both our business and the lives of the employees at your customers.  They need it more than ever right now.  Bravo and well done!  And special call out to your fearless leader Eileen who is leading from the front with a huge dose of imagination and determination.  Happy Monday!",2020-06-08
248843,10792543,12535464,64360045,63572954,590836.0,0,620,A calendar a day...,"... Might not keep the doctor away, but does help us be organized as a leadership team! Amy, Z - thank you for being relentless in your pursuit of our shared marketing calendar for town hall today. This is the critical example of discipline and organization we need to accelerate progress and balance smart trade offs in the ever-evolving market we exist - thank you for leading the way and setting a great example for the team. With gratitude, -C",2020-06-05
248845,10792543,8946046,64259326,63572961,,0,620,Valuable Leaders Share Knowledge,"Amy, I wanted to say thank you for all of the knowledge you've shared with me over the last few months. Even as we transitioned to remote working, you never missed a beat to identify areas where you can lend support. You’ve taken my 6:30 p.m. calls to help review work even though that’s vital time with your family and girls. You have shared media interview tip sheets and training so I can ensure important conversations stay on track around our messaging and main points. You always keep an eye out for interesting speakers and call for papers forms to send to me. There are too many examples to list but thank you for always sharing your knowledge and experiences so that we can all continue to grow.   ",2020-06-05
249066,67028,67036,64254358,63475727,,0,620,Monthly Reporting,"Well done on another great monthly report Conor! I have to say, it's been wonderful to see these evolve over the years. It used to be a dump of data, but these days we are getting a little of the Conor personality between the numbers. It's getting more like a fireside chat with an analyst! I love it. Thank you!",2020-06-03
249099,10792543,9213055,64124301,63450795,582055.0,0,620,Telling a Cohesive Story!,Amy and Z - wanted to thank you both for the great work you do each week to roll up the director updates into a thoughtful and cohesive story for Chris and Patti to share with the larger leadership team. It's not easy taking all that content and weaving it together quickly and efficiently; making it look easy!!!! Thank you for all you both do!,2020-06-02
249106,10792543,11905679,64131613,63450798,,0,620,Shepherding Thank You Healthcare,"Amy - You have done a wonderful job steering the Thank You Healthcare program, developing cross-functional plans with all of our marketing stakeholders. The program has been a unique one, targeting consumers for the first time in Workhuman history! This has not deterred you and you see the opportunity in every turn. Thanks for your leadership!",2020-06-02
249250,7089735,2631157,64084055,63347578,580596.0,0,620,Cut the cord!,"Thanks Rich, Lauren, Cam and Hari for your all the quality work, help and assistance each of you provided to get us to this momentous day.  We received official notice today that Lam Research officially shut down their old program as part of the schedule to turn on their new and improved Above and Beyond program in June.  Cam and Hari you were pivotal in getting us into contract and Rich and Lauren you took the ball and seamlessly put our client on the path to delivering their vision for their 10,000 employees around the globe.  Thanks so much for all of your efforts.  ",2020-05-29
249255,7569574,9484237,64115032,63346180,581759.0,0,620,Making a BIG Impression,"Sheri, Traci, Erica & Maggie - thank you for your partnership over these past few weeks on our Biogen Site Refresh Strategy presentation. While upgrading their BIG recognition site was the original impetus of the meeting, this was also a crucial opportunity to get in front of Justin Fossbender, the Executive Sponsor and owner of their BIG program and share our latest and greatest insights on the positive impact of social recognition. We hadn't been able to speak with Justin and other key stakeholders for quite some time, and the hard work you put in enabled us to deliver the key data and ideas that will grow Biogen's already high-performing program. Sheri, you expertly laid the foundation for the day's discussion by allowing Justin & team to communicate their 2020 people strategy, and then layered that into your outline of our current insights and solutions. Traci & Maggie, as always you impressed with your convincing content and enthusiastic approach towards explaining the philosophy of working human and how it's changed (and continues to improve) the way we work. Erica, your Biogen-specific insights around turnover and how organic recognition has seen some positive post-pandemic growth was crucial to the meeting, and clearly caught Justin's attention. It's data like this that will help us keep a strong foothold with him and drive our initiatives forward - running deeper analyses, refreshing/relaunching their site and then hopefully adding items such as Life Events and Service Timelines. Team, everything's on the table thanks to each of your contributions. Thanks again.",2020-05-29
249291,10792543,11204444,64021333,63330887,578710.0,0,620,Supporting external speaking engagements,"Amy and Rob. Thank you both so much for the support you have given in both presenting and helping prepare me for external speaking engagements in the last month, both with Atlantec Festival and the upcoming opportunities in Dublin.",2020-05-29
249307,67028,303093,64108782,63324918,581505.0,0,620,Board slide prep,Thank you for pulling together all the board slides in a timely manner with all the other priorities going on.  In the middle of the switch to the new revenue recogntion standard it is a challenge to report under both the old and new accounting policies while keeping the auditors happy (if that is even possible) and busy so we can get through the final stages of the audit.,2020-05-29
249385,67028,5803977,64018326,63278203,578599.0,0,620,Strategic guidance at its best...,"Team, on behalf of the Here to Help Team I wanted to thank you for your strategic partnership during the initial phases of scoping, outlining and ultimately standing up a pilot we now refer to as Operation Here to Help.  Each of you brought unique perspectives, questions, challenges and guidance to ensure we have a robust plan in place with qualitative metrics to measure success during this first phase and beyond.  We are excited to cautiously move forward knowing that we have a great Team supporting us throughout the journey.  Thank you so much for your time, attention and thoughts as we navigate through this ""gate"" and many more to come!",2020-05-28
249860,7569574,4093200,63830374,63086218,572130.0,0,620,Dream Team,"I just want to take this moment to pay homage to this team of fierce, talented leaders for their focus and resilience during what is sure to go down in history as one of the most stressful times in world history. It's been quite an experience for each of us during this pandemic both from the work perspective and the 'outside of work' perspective. Each of you has been laser focused on the opportunity this situation created for our business and each of you have created opportunities out of this situation for the business! I'm so humbled by the never-quit mentality that you have lead with and continue to lead with in this environment. The impact you have made on our business at this moment is astounding. Thank you for the sacrifices, determination, support for each other, humor, and grace you have shown these past few months. It's pure joy to work with you!",2020-05-21
249866,7569574,4093200,63829713,63085965,,0,620,Master Level Skillz,"Sheri, I just want to call out the master level pricing conversation you lead with our customer last week. I was in awe watching you work your strategy and 'the room'. Your experienced positioning, messaging, determination, and poise were at a 10! I witnessed the full transformation of the customer from defensive to educated and gracious. We have a ways to go but I am confident that you are the kind of leadership that inspires the best thinking and decision making at our customers. Bravo!",2020-05-21
249967,7089735,9213055,63806970,63042701,,0,620,"Hey, how are you with v-lookups?!","Ha. Cam. I think you might actually block me on Slack! Thank you for ALWAYS being there to offer a helping hand, no matter what RANDO question I might have for you. Today's feature at 7:30 AM, v-lookups! I sincerely appreciate your help, ability to talk through challenges and always come with a solution mindset, you are the best teammate, thank you!!! ",2020-05-20
250489,10792543,12755205,63642831,62868626,565598.0,0,620,Fierce commitment to urgency,"""We are now faced with the fact that tomorrow is today. We are confronted with the fierce urgency of now. In this unfolding conundrum of life and history, there IS such a thing as being too late. This is not time for apathy or complacency. This is a time for vigorous and positive action."" - MLK JR.   Team, since I started just over a month ago, I have heard from many of you and our stakeholders who have talked about the misfortune of joining Workhuman during a global pandemic that has changed every thing about how we live: from how we interact, to what we spend our time and money on, what we value, and how we work.  The truth is, there was no better time for me to be able to witness the magic that is Workhuman. We already know what is important and that is human connection. What you have demonstrated is humanity during a time of extreme urgency - a rarity in life and certainly in business. Thank you for your passion for your and your commitment to each other and our stakeholders.  I am honored to work alongside each of you.  ",2020-05-14
250501,10792543,67036,63638055,62866998,565449.0,0,620,Moodtracker Launch success!,"Team – Thank you for delivering our brand new Moodtracker product. Thank you so much to everybody for the amazing work on the Moodtracker product. Hard to believe this was just an idea at the beginning of January. Since then a team has formed, the product designed, architected, built, tested, branded, communicated, marketed and launched. Whew. The speed at which the groups collaborated is a tribute to the sense of camaraderie and positivity we have at Workhuman. The energy, imagination has shone through in every way. This coupled with the determination to deliver a world-class product means that today we have a sixth edition to our Workhuman Cloud suite. Welcome Moodtracker. On behalf of all of the humans in the company, thank you. Eric.",2020-05-14
250542,10792543,5441514,63588057,62866979,563988.0,0,620,The Social/PR Powerhouse behind Moodtracker GTM,"Amy, Jenna, Katie, Holly, Max, Roshni and Dario, this was my first chance getting to work with a lot of you, and I can’t thank you enough for the amazing work you’ve done getting our message out to the world for Moodtracker and the Workhuman Livestream post event strategy. I feel like I learned a lot from each of you about the process and best practices for getting these ads into market on a variety of platforms, and I’ve been so impressed with your creativity and professionalism during these campaigns. I know this is only the beginning, but I can’t wait to see what we’re able to pull off in the weeks to come!",2020-05-14
